,review,Total Star,Menu,Star_opt,Output
659,진짜 맛있어요 바삭바삭 또래오래는 이 지점이 제일 맛있어요 ㅋㅋ,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
660,양많고 마싯어요,★★★★★,단짠치킨 윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",3.99
661,구구구구구구구구구굿,★★★★★,고추단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",2.01
662,정말 맛있게 잘먹었습니다 번창하세요,★★★★★,고추단짠치킨 윙봉/1(사이드 추가(김말이튀김)),"
맛
★
5
양
★
5
배달
★
5
",5.0
663,다른 치킨집 후라이드 생각 안나고 여기가 후라이드 항상 시켜먹는 곳이에요 근데 이번에는 입맛이 달라진건가 치킨 맛이랑 닭고기가 평소랑 조금 다른거처럼 느껴졌던거같아요,★★★★★,"후라이드반＋핫양념반/1(옵션변경(순살（다리살）),음료 택 1(콜라 1.25L 추가))","
맛
★
5
양
★
5
배달
★
5
",2.0
664,배달도 빠르고 맛있어요 잘먹겠습니다 ,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
665,존맛입니다 맛잇어요,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
666,맛있어요음식 사진은 못 찍었어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.04
667,맛있게 잘 먹었습니다,★★★★,맛강정/1(부위선택 택 1(한마리)),"
맛
★
4
양
★
5
배달
★
5
",4.8
668,스노윙보다 훨씬 맛있었어요가루가 붙어있어도 느끼하지 않고같이 오는 소스랑 먹으니 더 맛있었습니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.41
669,신메뉴  나와서 주문해봤는데먼가 애매해서 저랑은 안맞는듯그래도 또래오래 독산가산점은항상 친절하고 진리입니다,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",3.99
670,맛있게 먹었습니다,★★★★★,후라이드반＋갈릭반/1(옵션변경(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.59
671,넘맛있어여  배달도 빠르게옴,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
672,뜨거운 치킨 옵니다앙 개꿀띠,★★★★★,"갈릭반＋핫양념반/1(옵션변경(한마리),소스추가(허니머스타드소스))","
맛
★
5
양
★
5
배달
★
5
",4.2
673,언제나 굿,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.79
674,ㅠㅠ 음식이 잘못 와서 다시 받았지만 언제나 우리동네 등 치킨 맛집입니다,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
4
",1.0
675,배달도 빠르고 치킨 맛있어요잘먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
676,감사합니다잘먹엇읍니다,★★★★★,핫뿌레이크/1(음료 택 1(콜라 1.25L 추가)),"
맛
★
5
양
★
5
배달
★
5
",5.0
677,단점이 없는 치킨 잘먹었어여,★★★★★,"핫뿌레이크/1,바삭한근위튀김/1","
맛
★
5
양
★
5
배달
★
5
",5.0
678,역시 갈반핫반은 또래오래입니다 갈릭먹다 짜다 싶으면 핫으로 핫먹다 매워지면 갈릭으로,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.64
679,치킨이 부드러워서 맛있습니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.01
680,언제나 믿고 주문하는 이동네 티어 치킨집이라 생각합니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
681,맛있게 잘 먹었어요,★★★★★,맵부심양념/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
682,맛잇게  잘먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
683,처음 시켜본 메뉴였는데 맛있습니다,★★★★★,후라이드반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
684,또래오래에서 제일 좋아하는 고추단짜 맛있게 잘먹었습니다  배달도 빠르게 잘 왔고요,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
685,양도 많고 맛있어요 소스가 느끼함을 좀 잡아주는 약간의 매콤함이있어요,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
686,배달시간 빠르고 언제 먹어도 맛있어요 고추가 많이 들어가서 매콤하면서 짭짤한 맛이 좋아요,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
687,맛잇게 잘 먹엇습니다,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
688,후라이드는 고소 핫치킨은 너무 맛있어요 맵기도 좋고 또 시켜먹을게요  ㅎㅎㅎㅎ,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.22
689,핫뿌레이크는 제취향 아니지만치킨ㅇㄷㄴ맛있네요,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",3.6
690,언제나 먹어도 맛있습니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.76
691,오늘도 맛있게 잘 먹었습니다,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
692,할인도 자주하고 가까워서 자주먹어요,★★★★★,"치킨＋로제떡볶이 보통맛/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.59
693,핫양념 첨먹었는데 대박이네여,★★★★★,고추단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.38
694,맛있게 잘 먹었습니다,★★★★★,오곡 양념 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
695,맛있게 잘 먹었습니당,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
696,오늘도 잘 먹었습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
697,맛있게 잘먹었습니다,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
698,잘먹었습니다 맛좋네요 단짠단짠,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
699,치킨먹고싶을때는 또래오래만 찾습니다진짜 인생 최고 치킨입니다 ㅎㅎ늘 빠르고 맛있게 해주셔서 감사합니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
700,맛있고 양많아요,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
701,맛있게 잘먹었네요다음에도 또 시켜 먹을것 같어요,★★★★★,"핫뿌레이크/1,양념소스/2","
맛
★
5
양
★
5
배달
★
5
",4.61
702,간장맛 치킨 맛있어서 자주시켜먹네요,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
3
",4.02
703,항상 맛나게 잘 먹고 있습니다따듯하고 바삭한 치킨잘먹었습니다,★★★★★,오곡 파닭 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.6
704,맛있게 먹었어요 ㅎㅎ,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
705,맛있게 잘먹었습니다,★★★★★,맵부심후라이드 스틱/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
706,맛있게 잘먹었어요,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
707,새로나온거라 그래서 먹어봤는데 맛있었어요,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
708,치킨이 엄청 뜨거웠어요주방에서 바로 튀겨서 먹는 느낌 바삭하고 감칠맛나고 맛있어용 ㅠㅠ 해시브라운 리뷰서비스도 증말로 맛있네요,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
709,배달빠르고 잘 먹었습니다,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
710,아주좋은집입니다굿굿,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
711,언제나 깔끔하면서 고소한 후라이드가 제 입맛에 저격이네요,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.61
712,맛있게먹었어요빠른배달도 좋았네요,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
4
양
★
5
배달
★
5
",5.0
713,또래오래는 실망시키지 않습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.8
714,맛있게 매워요  해쉬브라운 같이 먹으니까 딱이에요 감사합니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
715,너무 맛있어요 강추합니다 ,★★★★★,스모키양념 스틱/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
716,신메뉴 맛있게 잘먹었어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(윙봉（날개）))","
맛
★
5
양
★
5
배달
★
5
",4.8
717,배달 빠르고 맛있습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.4
718,핫양념 강추합니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(스틱（다리）),소스추가(맵부심만렙소스))","
맛
★
5
양
★
5
배달
★
5
",4.39
719,너무 맛있게 잘먹었어요 ,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
720,새로운 메뉴 도전 이것도 별미네요,★★★★★,"후라이드반＋핫양념반/1(옵션변경(한마리),사이드 추가(국물떡볶이 매운맛)),해쉬브라운（8EA）/1","
맛
★
5
양
★
5
배달
★
5
",4.4
721,최애메뉴가 생겼네요 질리지않고 끝까지 진짜맛있게 먹었습니다,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
722,또래오래 최고 맛집 가산점 닭 품질이 좋아서 그런지 모든 메뉴 다 맛있어용,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
723,신메뉴 할인하길래 사먹어봤는데생각 이상으로 엄청 맛있었습니다타사 메뉴 중 뿌링클 느낌이 좀 나는데 업그레이드한 느낌이랄까서비스로 주신 해쉬브라운도 잘먹었습니다감사합니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
724,핫뿌레이크 첨 시켜봤는데 넘 맛있네요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.2
725,늘 먹던 갈반핫반에 비해 조금 아쉽지만 나름 먹을만해요 소스는 꼭 찍어먹길,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(스틱（다리）))","
맛
★
4
양
★
5
배달
★
5
",3.19
726,존맛탱구리 맛있네요,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
727,소스같이 먹으니 맛이네요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.8
728,로제소스에  후라이드 찍어먹기 중독이에요  너무 맛있음,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
4
배달
★
5
",5.0
729,살짝 매콤하고 치킨이 부드러워요배달도 빨라요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",3.79
730,맛있고 치킨이 부드러워요배달도 빨라요,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",4.8
731,맛있게 잘 먹었습니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
732,역시 바삭바삭 고소한 튀김옷은 최고예요양념 소스도 꿀맛ㄴㄴ치킨 먹다 튀김옷이 이상해지는 거 같아 요즘 맘에 쏙든 또래오래로 정착입니다맛있게 잘 먹었어요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(윙봉（날개）)),생맥주 1000cc/1","
맛
★
5
양
★
5
배달
★
5
",5.0
733,배달도 빠르고 서비스도 좋아요 맛납니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리),소스추가(양념소스)),양념소스/1","
맛
★
5
양
★
5
배달
★
5
",5.0
734,주황색 후레이크라 어떨까싶엇는데 생각 이상으로 자극적이지 않아서 오히려 좋앗습니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",3.8
735,후라이드보다 좀 더 재밌는 맛이에여,★★★★★,오곡 양념 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.97
736,항상맛있습니다 또 주문할게요,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.81
737,치ㅣㄴ은 여기서만머겅여 ㅎ,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",3.44
738,치킨이맛있어서그런가 신메뉴도나쁘지않네요굿,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
739,맛있게 잘 먹었습니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(윙봉（날개）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
740,잘먹었습니다 감사합니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",5.0
741,어제 조각 남기고 순식간에 먹었습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리),소스추가(양념소스),음료 택 1(콜라 1.25L 추가))","
맛
★
5
양
★
5
배달
★
5
",3.38
742,넘 맛있게 잘 먹었어요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
743,맛있게 잘 먹었습니다 서비스로 주신 해쉬브라운도 맛있어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
744,항상 믿고 먹는곳맛 양 모두 훌륭합니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리),사이드 추가(해쉬브라운（8EA）))","
맛
★
5
양
★
5
배달
★
5
",4.8
745,역시 치킨은 또래오래,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.26
746,역시 언제나 최고네요 핫뿌레이크 신메뉴도 스낵같고 좋아요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",4.8
747,맛있었습니다자주는 아니더라도 가끔 시켜 먹을거 같습니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리),소스추가(핫양념소스))","
맛
★
5
양
★
5
배달
★
5
",4.79
748,아이들이 좋아하네요 맛잇지만 배달이 한시간도 더 걸리네요 바로근처인데요 ㅠㅠ,★,"치킨＋미니핫도그/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
4
양
★
4
배달
★
1
",3.78
749,새로운 메뉴라 시켰는데 맛이 그냥 저냥 입니다,★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
3
양
★
5
배달
★
5
",1.6
750,전날 본가에서 치킨 먹었는데도 또래오래가 생각나서 시켰습니다또래오래 중에서도 독산가산점이 최고인거 같아요  잘먹었습니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",3.21
751,맛있게먹었읍니다ㅎㅎ,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",4.6
752,맛이야 머 검증된 메뉴라 더 얘기할게없네여배달마저 빠르니 굿입니다,★★★★★,단짠 스틱/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
